epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.194132434129715,0.13087777086157956,1.1797291612625123,0.1495740169809519,0.2585738575786864
1,0.0001,1.1470830535888672,0.1624658704251058,1.107505464553833,0.17004944557177587,0.2895378456700715
2,0.0001,1.088173828125,0.19238530983159965,1.0351608324050903,0.20281422298896207,0.3361225329895114
3,0.0001,1.0104930746555327,0.35059463959310533,0.9492142581939698,0.51183678214802,0.6751686965431491
4,0.0001,0.9037964755296707,0.47208494012859814,0.8330854773521423,0.5281493641905001,0.6899235212528204
5,0.0001,0.7821791398525239,0.521754945164798,0.7132924699783325,0.5385413015294342,0.6983098017295201
6,0.0001,0.6584370291233063,0.5863702803863411,0.5948467969894409,0.5623508120046122,0.7171041032798914
7,0.0001,0.5429229128360749,0.6143064891407636,0.5003464913368225,0.5991433326609515,0.7484223588258047
8,0.0001,0.4515006858110428,0.6169873215008892,0.42351783394813536,0.5889923543676449,0.7393406107128943
9,0.0001,0.3892815941572189,0.6189326053787141,0.3869816052913666,0.578825327627763,0.7305783463853088
10,0.0001,0.3483695009350777,0.6291485383743024,0.3808886802196503,0.5539154781087413,0.7100411829715092
11,0.0001,0.3220451535284519,0.6353381711929424,0.35372365415096285,0.5868739719384544,0.7372155718030804
12,0.0001,0.3126811903715134,0.6336090839744883,0.3469609498977661,0.5599990672357845,0.715978984966913
13,0.0001,0.3017552098631859,0.63176076357399,0.3067773222923279,0.6107610855748888,0.7569405936117026
14,0.0001,0.2887888567149639,0.6453888980039838,0.31118091344833376,0.6109451496538796,0.7570203532723576
15,0.0001,0.2885503436625004,0.6411070678797337,0.30522670447826383,0.6046865768667782,0.7522330181589852
16,0.0001,0.2847271829843521,0.6419153703383743,0.32149566888809206,0.5827757980574364,0.7343352882803547
17,0.0001,0.28341183841228484,0.6404494457659713,0.31524331629276275,0.5905729250368628,0.7397033141675622
18,0.0001,0.27740914434194563,0.6470899646750276,0.29000527441501617,0.6141634385716316,0.7595843055929347
19,0.0001,0.2714687655866146,0.6495393956378922,0.30195838570594785,0.6202376136613377,0.7641537271782367
20,0.0001,0.26434706822037696,0.6569700650182072,0.2858445256948471,0.6232378168473208,0.7667911879723088
21,0.0001,0.2658349181711674,0.6532552114666599,0.2963432741165161,0.6113200088390669,0.7573913646975289
22,0.0001,0.2670766526460648,0.6543843918899924,0.2788591092824936,0.626838268916595,0.7695186244283915
23,0.0001,0.2607290481030941,0.6583296778366503,0.28877946197986604,0.6217350284730027,0.7652270642355592
24,0.0001,0.2587951847910881,0.6606410837221923,0.27694130182266236,0.6285089192128597,0.7705029099328337
25,0.0001,0.2599585464596748,0.655552568561214,0.2819272392988205,0.6311245115355457,0.7724887080493232
26,0.0001,0.25809371098876,0.6598214549452578,0.27570948779582977,0.6279766632771534,0.770188878935215
27,0.0001,0.2550413852930069,0.6633401809117195,0.28318939089775086,0.6221298578571226,0.7649126571187314
28,0.0001,0.25315951406955717,0.6613848883264256,0.27269461572170256,0.6311286739383095,0.7720864672682558
29,0.0001,0.2573275783658028,0.6609408038199791,0.2697175920009613,0.638235471662954,0.7780136329340095
30,0.0001,0.25504419654607774,0.6608610689740749,0.2699265486001968,0.6355596555122363,0.7757075005118041
31,0.0001,0.2521219527721405,0.6630187380938358,0.27569331288337706,0.6261059187658843,0.7682925497670965
32,0.0001,0.24842676296830177,0.6635928774206716,0.28942872285842897,0.6076017770756659,0.7542205847556253
33,0.0001,0.25290014877915384,0.6671578348630652,0.26803112149238584,0.6417920138035522,0.7803743417748231
34,0.0001,0.25101427614688876,0.6672099009008395,0.2668992584943771,0.6383242210621238,0.7781673532676113
35,0.0001,0.2463814613223076,0.6719597714703623,0.26585386633872987,0.642087501684358,0.7807329577089159
36,0.0001,0.24242969915270807,0.6713924740872561,0.274308894276619,0.6258929596280928,0.7684280437707618
37,0.0001,0.24405066728591918,0.673587257002656,0.2686602795124054,0.6416595809870338,0.7804604770062928
38,0.0001,0.24159203469753265,0.6753241635642856,0.2755891448259354,0.6281762370014844,0.7702127868317891
39,0.0001,0.24235082775354386,0.6747661398712672,0.2635872954130173,0.646856930861849,0.7846492162256999
40,0.0001,0.24312557727098466,0.6753423480587186,0.274316623210907,0.627702330881574,0.7694086525367173
41,0.0001,0.24066599443554879,0.6760692538921262,0.2641481536626816,0.645755725407821,0.7839999776700927
42,0.0001,0.23798436418175697,0.679382110464475,0.263693151473999,0.6476647012673314,0.7848159415881649
43,0.0001,0.24069833368062973,0.6743031527673153,0.2695198833942413,0.6337801050371653,0.7741691580404348
44,0.0001,0.23799736008048059,0.6752597355197842,0.277413015961647,0.6256184141715045,0.7682345835103435
45,0.0001,0.23593338310718537,0.6812147088277185,0.2655352258682251,0.6363416745052626,0.7764591503411973
46,0.0001,0.23533150553703308,0.6821590176135106,0.2638097637891769,0.651191818352768,0.7879575701004471
47,0.0001,0.23474102720618248,0.6819063956829932,0.26226748526096344,0.6441309772376173,0.7821248842085771
48,0.0001,0.23329090401530267,0.6873753038553239,0.2666786849498749,0.6449282012776476,0.7829664763667161
49,0.0001,0.23590924754738807,0.6815801745632466,0.25806457579135894,0.6553088465522534,0.7907935092857916
50,0.0001,0.23184226840734481,0.6865164187299133,0.2606850987672806,0.6482323971920841,0.7851872995537557
51,0.0001,0.2314758840203285,0.6891610925746768,0.2667686665058136,0.6404529384136493,0.7798926025859245
52,0.0001,0.23003533735871315,0.6884769582336215,0.2605526006221771,0.6507616244610651,0.7869469729656844
53,0.0001,0.22796194091439248,0.6891773382782229,0.2581511694192886,0.6500251731262706,0.786763516832699
54,0.0001,0.2297528627514839,0.6924959413129185,0.26510257601737974,0.656353940076626,0.7912579321491384
55,0.0001,0.22469269186258317,0.6953058843303204,0.2713443201780319,0.6403708538850656,0.7787677229166848
56,0.0001,0.22715095400810242,0.6926159438276157,0.25828971683979035,0.6548737760924266,0.7899015264365303
57,0.0001,0.22372571080923082,0.7003297277295115,0.2600222486257553,0.6522031818210189,0.7879942074745487
58,0.0001,0.2260954760015011,0.6983659093314482,0.2550594586133957,0.6603856947285227,0.7940552623512577
59,0.0001,0.22511203303933144,0.6975759906261608,0.25526003062725067,0.6619056742237303,0.795602769399955
60,0.0001,0.22724319279193878,0.6950465706771694,0.2613529396057129,0.6536553209019114,0.7893570288822407
61,0.0001,0.22246163845062256,0.7043437967992581,0.2558255308866501,0.657271860614966,0.7920808660648657
62,0.0001,0.22310578048229218,0.7031791151190128,0.2620356684923172,0.6501106273922846,0.7866301364818752
63,0.0001,0.22349956318736075,0.6995722633315203,0.2505366313457489,0.6678944197415367,0.7997476101256897
64,0.0001,0.22043269678950309,0.7028477470926883,0.2503696811199188,0.6679203636121349,0.7996673189794117
65,0.0001,0.22175409018993378,0.7039020320100038,0.2540495204925537,0.6629185171564197,0.7962059904496387
66,0.0001,0.21749211817979813,0.706838567331639,0.2543377166986465,0.6668802892060518,0.7991624729367104
67,0.0001,0.22244057446718216,0.7029309458851943,0.2547053974866867,0.6593010597869866,0.7934754791169718
68,0.0001,0.21780905440449716,0.7083362927341154,0.25384126424789427,0.6746977683275677,0.8045669947479749
69,0.0001,0.21859357997775078,0.7072990404422977,0.2545403468608856,0.6667641957151443,0.7988237441444652
70,0.0001,0.22054848060011864,0.70369083257234,0.2535389399528503,0.6669245403230692,0.7987067392533153
71,0.0001,0.22006427720189095,0.70479103534046,0.2525936061143875,0.671194650490148,0.8022400840592777
72,0.0001,0.21723222568631173,0.7071077659424884,0.2512748980522156,0.6698315267600742,0.8009368433167516
73,0.0001,0.21761493518948555,0.7075833968759229,0.25092386722564697,0.6670586562227583,0.7992079074691222
74,0.0001,0.21941864132881164,0.7045751398702711,0.250156055688858,0.6693256289124965,0.8006578629465799
75,0.0001,0.2199629093706608,0.7048895264908522,0.25272220134735107,0.6605312157681617,0.7942247680814883
76,0.0001,0.2158142991364002,0.7127944883308625,0.25436193227767945,0.6612379518152015,0.7946588692352448
77,0.0001,0.21668922275304794,0.7093122981669576,0.25340898692607877,0.6685419053168363,0.7998674406522892
78,0.0001,0.21437032759189606,0.7109838187670566,0.2518943613767624,0.6663239276444176,0.7985327662838606
79,0.0001,0.2158179435133934,0.7085236510728998,0.24981456220149995,0.6714310685824355,0.8021065274837721
80,0.0001,0.21419137477874756,0.7103652539400498,0.2540795212984085,0.6635275409165705,0.7966914011518234
81,0.0001,0.21471315935254098,0.712522281638258,0.25207358539104463,0.6696376493869713,0.8007608568220361
82,0.0001,0.21077303871512412,0.7146773158939567,0.25171044170856477,0.6713447874133591,0.8018476293981911
83,0.0001,0.21343811929225923,0.7122656160642356,0.2500101673603058,0.6703844948023164,0.8012725867136465
84,0.0001,0.2138744843006134,0.710474598349485,0.2561093771457672,0.6614029279711631,0.7948640293054601
85,0.0001,0.21336247205734252,0.7123431733844875,0.25378611803054807,0.6630461916674286,0.796251462766288
86,0.0001,0.2131054337322712,0.7135541284740929,0.24939681589603424,0.6766105800001353,0.8058725435470313
87,0.0001,0.21384389966726303,0.7131259572985236,0.25480384945869444,0.6643726045529008,0.7969976460822831
88,0.0001,0.21384387344121933,0.7101108264358147,0.2578932899236679,0.665344430854149,0.7975537985210437
89,0.0001,0.21493782579898835,0.7092960285536658,0.25245637238025664,0.6671601105816113,0.7990600686558983
90,0.0001,0.2135341639816761,0.7112738351824539,0.2521966356039047,0.668258749517214,0.8001454875271328
91,0.0001,0.21137671619653703,0.7112168254058617,0.25258765399456024,0.6679605984719872,0.7994170012519766
92,0.0001,0.2121479381620884,0.7126451810914428,0.2527512639760971,0.6679161549573815,0.7996044881265955
93,0.0001,0.21003437384963036,0.7151776707615469,0.2513850092887878,0.6714840192820505,0.8022443733695891
94,0.0001,0.2114502012729645,0.7131345058639722,0.25182157099246977,0.6697574334157855,0.800889797626755
95,0.0001,0.21272529676556587,0.7159321860088168,0.25328571915626524,0.6618965413863094,0.7952763614567582
96,0.0001,0.21047773741185666,0.7137154265629456,0.25189228177070616,0.6738458702241146,0.8038367493464407
97,0.0001,0.21063838735222817,0.7179635837580812,0.2495930713415146,0.6737485326924681,0.8038639607256318
98,0.0001,0.21198936089873313,0.7166134203435051,0.25109520137310026,0.6680166943395374,0.799753612620421
99,0.0001,0.20830784052610396,0.71971189319922,0.24971710085868837,0.6691098220071303,0.8005070599442852
