epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.1651224964543392,0.19470084341716096,1.2123449337788117,0.03677860580690803,0.07073313762474161
1,0.0001,1.1028888915714465,0.29689306102185714,1.1731847249544585,1.7361153659214864e-11,3.4722307317795545e-11
2,0.0001,1.045078390523007,0.36967631578934634,1.1445418810233092,0.004471830452791493,0.008890084994041128
3,0.0001,0.991159903375726,0.3959176815318238,1.0753816060530834,0.2810592749557657,0.43801802467807976
4,0.0001,0.9355994086516531,0.4177891927783241,1.0341631449185884,0.2173252728715771,0.35572106957147437
5,0.0001,0.8848649263381958,0.44351370362449616,0.9096050063769022,0.36534446932668135,0.534832710816537
6,0.0001,0.8425459202967192,0.44850455702577147,0.891791412463555,0.32720319956440974,0.49264391787961087
7,0.0001,0.795870209995069,0.4757997407154668,0.9248978052383814,0.2163502421619949,0.35424842028535425
8,0.0001,0.7575629416264986,0.49576277365939825,0.9277646358196552,0.22396504029415468,0.3651360527869065
9,0.0001,0.7219943592422887,0.5038021828947815,0.7963161499072344,0.3599168015235097,0.5291256914626757
10,0.0001,0.6883203763710825,0.506892831436048,0.825192066339346,0.30368982926987326,0.4647550624808338
11,0.0001,0.6559366677936754,0.531919318782214,0.9008825650581946,0.15419962934911766,0.26366135076604497
12,0.0001,0.6422896793014125,0.5171401891120113,1.0220232071020665,0.19978338406049667,0.3317349785421255
13,0.0001,0.6006287304978621,0.5562594054499429,0.7935488468561417,0.31938787697111787,0.483132551012103
14,0.0001,0.5820362975722865,0.5584398691539126,0.6736834186774033,0.4284263332227131,0.5994426647983758
15,0.0001,0.577724604230178,0.5553824598126073,0.7129940818517636,0.3458771101815525,0.5109498864100158
16,0.0001,0.5429601104635942,0.5817189371547417,0.6396839465850439,0.44802964269729995,0.6180227778619918
17,0.0001,0.5187066024855563,0.5967415023178015,0.7675381486232464,0.25715076122488273,0.4057817358797946
18,0.0001,0.5062967397664723,0.5926794542080923,0.7237473833255279,0.3145354942519,0.4749096163042849
19,0.0001,0.4826711886807492,0.6219671818146839,0.8006934447166247,0.2953610270054629,0.455145319648733
20,0.0001,0.4656221866607666,0.6343584100357372,0.7874540976988964,0.28229421162820884,0.43828138752856205
21,0.0001,0.43893268076997055,0.6626820197642926,0.6669715276131263,0.36955290924615164,0.5370957292796422
22,0.0001,0.43384401892360885,0.6516737119752116,0.9473583469024072,0.12454264586145186,0.2192474589710038
23,0.0001,0.4317925321428399,0.6637193247171562,0.6363595724105835,0.42240676093317486,0.592995156307953
24,0.0001,0.4107921594067624,0.6889310668080121,0.6278357658630762,0.42559087811857904,0.5959766601381383
25,0.0001,0.3939750335718456,0.7011031923777031,0.6616436426456158,0.39528070704417634,0.5649689679126755
26,0.0001,0.39097611057130915,0.7087813854323256,0.6890196494567089,0.38225263919984653,0.5528971516799732
27,0.0001,0.38004680683738307,0.7175846216791198,0.6409797561474335,0.42247029264681474,0.5906477674209398
28,0.0001,0.3831929219396491,0.7135988458760256,0.7132051143890772,0.3907304757042242,0.5613703824160939
